,id,type,actor_login,repo_name,created_at,action,issue_title,comment_body
28782,10342292810,IssueCommentEvent,angelmoya,OCA/ai,2026-06-05T20:07:01Z,created,[18.0] [MIG] ai_tool,"I don't think ai_oca is the right choice here. It is way too generic for a module name.

We should maintain the reference to ""tools""  because this module is not the base for AI logic itself; its specific purpose is to provide the foundational support for the creation of tools for other AI modules. Calling it just ai_oca doesn't describe what it actually does."
26053,10308527296,IssueCommentEvent,Sirhap,jlcodes99/cockpit-tools,2026-06-05T03:47:25Z,created,"v0.24.12更新完之后,codex 用一会全都要手机号验证,之前验证过,又让验证一遍.","我的3个plus 也没了
"
12997,10203634123,IssueCommentEvent,Carla-dev55,Carla-dev55/ci_cd_github_test_flask_2,2026-06-02T23:07:59Z,created,feat(add): app.py and requirements.txt,error 💣💣
55062,10372541698,IssueCommentEvent,acmarsn-agdt,ayaiayorg/agentic-devtools,2026-06-07T06:35:02Z,created,spec(plan): Phase 3 implementation plan for issue #1913,"<!-- agdt:ai-pr-loop-summary-collapsed -->

#### 🤖 AI PR Loop Run — [View Logs](https://github.com/ayaiayorg/agentic-devtools/actions/runs/27085052549)

<details><summary>Actions table</summary>

| Action | Preconditions | Result |
|--------|--------------|--------|
| guards | ✅ all passed | **executed** (All guards passed) |
| publish | ⬜ ✗ is_draft | skipped (PR is not a draft) |
| apply_suggestions | ⬜ ✗ feature_enabled | skipped (Auto-apply suggestions disabled (ENABLE_AUTO_APPLY_SUGGESTIONS != 'true')) |
| dispatch_repair | ⬜ ✗ ci_failing | skipped (No repair needed (ci_status=passing, review_actionable=False, stuck_prior_threads=False)) |
| resolve_threads | ⬜ ✗ has_unresolved_threads | skipped (No unresolved threads from prior commits) |
| squash | ⬜ ✗ commits_gt_1 | skipped (Only 1 commit(s) — nothing to squash) |
| rebase | ⬜ ✗ commits_behind_gt_0 | skipped (Branch is up-to-date with base — no rebase needed) |
| request_review | ⬜ ✗ not_already_requested | skipped (Copilot review already requested) |
| approve | ⬜ ✗ review_clean | skipped (Copilot review is not clean (state=, inline=0)) |
| merge | ⬜ ✗ approved | skipped (PR not approved on HEAD) |

</details>

<details><summary>State snapshot</summary>

- HEAD: `c32e1c6`
- Commits above merge-base: 1
- Copilot session active: N/A
- Copilot review on HEAD: none
- CI: passing
- Unresolved threads: 0
- Draft: False
- Labels: bug, speckit, speckit:processing, speckit:phase-1-complete, speckit:phase-2-complete, speckit:phase-3, ai-auto-merge-allowed
</details>
"
24239,10302491557,IssueCommentEvent,FyrbyAdditive,FyrbyAdditive/FyxLocal,2026-06-04T23:11:25Z,created,DeepSeek not working using `Anthropic` mode,Thanks for this report! I'm currently deep into enhancing the RAG and hope to look at this directly after!
8710,10157917739,IssueCommentEvent,scotwells,datum-cloud/compute,2026-06-02T02:05:39Z,created,Integrate compute service with the activity timeline,"I compared how Compute is shaping up against how Activity works today, and wanted to capture *why* this integration needs some new groundwork: it's the first time we'll need Activity to ingest from control plane types we haven't collected from before.

Today Activity only watches the management plane — the milo-based control plane where users interact with their projects. Everything flows from that one Kubernetes API server through NATS into ClickHouse, and there's no notion yet in the data model of *which* control plane an event came from. That's been fine, because until now the request and its effects always happened in the same place.

Compute changes that. Its [multi-region workload scheduling design](https://github.com/datum-cloud/compute/blob/main/docs/enhancements/federated-deployment-scheduling.md) spreads a single user action across control planes Activity has never read: a federated control plane (the Karmada-based layer that decides placement), the regional **POP Cells** at the edge where instances actually run (e.g. `DFW-01`), and the **Control Plane Cell** that coordinates between them. A user creates a `Workload` on the management plane, but the instance is scheduled, gated, started, and terminated out in a POP Cell. So the story splits in two: *who did it* lives on the management plane, while *what actually happened* — ""your instance in DFW was terminated because it ran out of quota"" — lives on the POP Cell, written by system controllers with no user attached.

At a product level that's three shifts for Activity: collect telemetry from the federated control plane and regional POP Cells (not just the management plane); make ""which control plane / region"" a first-class dimension so we can answer ""show me everything in DFW""; and correlate those edge events back to the originating user action so the timeline reads as one coherent story. It's the experience we set out in [the Activity timelines for platform services enhancement](https://github.com/datum-cloud/enhancements/issues/666), applied to a federated service for the first time.

To go deeper: [Compute's multi-region workload scheduling design](https://github.com/datum-cloud/compute/blob/main/docs/enhancements/federated-deployment-scheduling.md) for the topology, [the earlier federated control plane integration discussion](https://github.com/datum-cloud/compute/issues/85) for background, and [the Launch Datum Compute Service initiative](https://github.com/datum-cloud/enhancements/issues/682) for the parent effort. Next step is an enhancement proposal on the Activity service outlining the architectural change needed to collect audit logs and control plane events from these other control planes."
4386,10119187065,IssueCommentEvent,20Hanae20,20Hanae20/Site-Ecomerce,2026-06-01T07:52:37Z,created,"Complete SaaS conversion scaffolding: tenancy wiring, RBAC enforcement, Stripe-ready billing, tenant-aware recommendations, and idempotent tenancy migrations",@copilot alors il faut que app soit totalement s amarche et fonctionnelle  
50922,10369584471,IssueCommentEvent,ExploreMaths,GarryBGoode/manim-GearBox,2026-06-07T01:46:52Z,created,Consider merging into manim_extensions?,"That’s exactly the idea! I’m building `manim_extensions` as a central collection of useful, well-maintained Manim extensions, so users don’t have to track down and install many separate small plugins.

Your `manim-gearbox` project is a perfect fit, and I’d love to include it to make gear-related animations more accessible to everyone. You’ll get full credit as the original author in the code and documentation, of course."
21778,10272582258,IssueCommentEvent,LudvigAnderson,mendersoftware/mender-helm,2026-06-04T09:52:08Z,created,Add support script,Closing after server team meeting discussion.
22184,10280404263,IssueCommentEvent,TheAnsarya,TheAnsarya/OrganizedJihad,2026-06-04T13:08:36Z,created,Test: Add userscript coverage for Connection tab observability links,"Implemented in this batch.

Added `userscript/tests/uiManagerConnectionView.test.js` to validate:
- Connection view includes observability links (Swagger/OpenAPI/Server Logs)
- Connection view omits API call stream section

Status: Completed with passing suite."
